ST,INSTRUMENT_ID,QUESTION,ANSWER_ID,ANSWER_TEXT,ESTIMATE_PERCENTAGE,SE,Cluster
0,13,9,4,10,0.28600000000000003,0.015700000000000002,1
0,13,9,5,14,0.247,0.0173,1
0,13,9,6,100,0.042,0.011399999999999999,1
0,13,9,7,46,0.141,0.012,1
0,14,46,1,159,0.039,0.0083,0
0,14,46,2,99,0.961,0.0083,0
0,15,48,1,159,0.109,0.0095,0
0,15,48,2,99,0.8909999999999999,0.0095,0
0,16,50,1,120,0.7909999999999999,0.0207,0
0,16,50,2,47,0.255,0.016399999999999998,0
0,16,50,3,134,0.163,0.0189,0
0,16,50,5,38,0.013000000000000001,0.0043,0
0,16,50,6,51,0.064,0.0103,0
0,16,50,8,116,0.017,0.0034000000000000002,0
0,16,50,9,136,0.068,0.0111,0
0,16,50,10,29,0.085,0.0128,0
0,16,50,11,133,0.13699999999999998,0.0125,0
0,16,50,12,49,0.048,0.0083,0
0,16,50,13,117,0.024,0.0058,0
0,16,50,14,155,0.149,0.0174,0
0,17,49,1,120,0.79,0.0183,0
0,17,49,2,47,0.223,0.0172,0
0,17,49,3,132,0.105,0.016,0
0,17,49,6,51,0.057,0.0103,0
0,17,49,8,116,0.022000000000000002,0.0066,0
0,17,49,9,155,0.177,0.0138,0
0,18,44,1,159,0.237,0.0178,0
0,18,44,2,99,0.302,0.0326,0
0,18,44,3,143,0.462,0.026699999999999998,0
0,19,34,1,109,0.318,0.021,0
0,19,34,2,57,0.109,0.005,0
0,19,34,3,40,0.141,0.0102,0
0,19,34,4,65,0.326,0.025699999999999997,0
0,19,34,5,80,0.17800000000000002,0.0096,0
0,19,34,6,56,0.19699999999999998,0.0174,0
0,19,34,7,125,0.046,0.01,0
0,19,34,8,103,0.38799999999999996,0.030299999999999997,0
0,20,36,2,13,0.024,0.0074,0
0,20,36,3,16,0.152,0.015,0
0,20,36,4,98,0.514,0.019799999999999998,0
0,20,36,5,55,0.062,0.012199999999999999,0
0,20,36,6,157,0.012,0.0046,0
0,20,36,7,139,0.136,0.011000000000000001,0
0,20,36,8,158,0.09,0.0121,0
0,2,40,1,78,0.243,0.0137,2
0,2,40,2,96,0.452,0.0195,2
0,2,40,3,85,0.21,0.0189,2
0,2,40,4,97,0.08900000000000001,0.0097,2
0,2,40,5,79,0.006,0.0018,1
0,3,12,1,0,0.037000000000000005,0.0084,1
0,3,12,2,8,0.024,0.0063,1
0,3,12,3,3,0.024,0.005699999999999999,1
0,3,12,4,5,0.099,0.0101,1
0,3,12,5,2,0.168,0.0125,1
0,3,12,6,6,0.171,0.013999999999999999,1
0,3,12,7,1,0.10300000000000001,0.0128,1
0,3,12,8,4,0.161,0.0159,1
0,3,12,9,7,0.127,0.0118,1
0,3,12,10,46,0.086,0.0126,1
0,4,17,1,161,0.052000000000000005,0.0053,2
0,4,17,2,160,0.355,0.0139,2
0,4,17,3,101,0.593,0.0148,2
0,5,14,2,137,0.021,0.005600000000000001,2
0,5,14,3,124,0.013999999999999999,0.0048,2
0,5,14,4,103,0.965,0.0064,2
0,6,18,1,161,0.042,0.0078000000000000005,2
0,6,18,2,160,0.147,0.025,2
0,6,18,3,101,0.8109999999999999,0.027200000000000002,2
0,7,20,1,161,0.06,0.011699999999999999,2
0,7,20,2,160,0.265,0.0219,2
0,7,20,3,101,0.675,0.0269,2
0,8,25,1,159,0.166,0.0095,2
0,8,25,2,99,0.659,0.008199999999999999,2
0,8,25,3,105,0.174,0.013999999999999999,2
0,9,26,1,159,0.177,0.0147,2
0,9,26,2,99,0.653,0.0151,2
0,9,26,3,105,0.17,0.0148,2
0,10,22,1,159,0.297,0.0166,2
0,10,22,2,99,0.285,0.0169,2
0,10,22,3,104,0.418,0.0161,2
0,11,21,1,45,0.467,0.0147,1
0,11,21,2,52,0.166,0.0129,1
0,11,21,3,41,0.18899999999999997,0.0105,1
0,11,21,4,42,0.073,0.0073,1
0,11,21,5,130,0.125,0.0073,2
0,11,21,6,39,0.26,0.0163,1
0,11,21,7,103,0.474,0.0204,2
0,12,10,1,12,0.069,0.0086,1
0,12,10,2,11,0.091,0.0067,1
0,12,10,3,15,0.153,0.0159,1
0,12,10,4,10,0.235,0.0126,1
0,12,10,5,14,0.261,0.016399999999999998,1
0,12,10,6,100,0.031,0.0079,1
0,12,10,7,46,0.16,0.0163,1
0,13,54,1,76,0.012,0.0037,0
0,13,54,2,94,0.08,0.011399999999999999,0
0,13,54,3,83,0.581,0.024700000000000003,0
0,13,54,4,90,0.242,0.0167,0
0,13,54,5,72,0.085,0.0105,0
0,14,7,1,75,0.073,0.0070999999999999995,1
0,14,7,2,93,0.096,0.010700000000000001,2
0,14,7,3,82,0.735,0.0138,2
0,14,7,4,89,0.063,0.0078000000000000005,1
0,14,7,5,71,0.032,0.0053,1
0,15,5,1,74,0.049,0.006,1
0,15,5,2,92,0.226,0.0171,2
0,15,5,3,81,0.373,0.021400000000000002,2
0,15,5,4,88,0.245,0.011000000000000001,1
0,15,5,5,70,0.10800000000000001,0.0124,1
0,16,8,1,77,0.35,0.0141,2
0,16,8,2,95,0.40299999999999997,0.0291,2
0,16,8,3,84,0.23399999999999999,0.0256,2
0,17,4,1,20,0.27899999999999997,0.0215,1
0,17,4,2,36,0.217,0.0236,1
0,17,4,3,35,0.28600000000000003,0.0175,1
0,17,4,4,68,0.133,0.0139,1
0,17,4,5,62,0.17600000000000002,0.0127,1
0,17,4,6,64,0.096,0.013600000000000001,1
0,17,4,7,63,0.11699999999999999,0.0097,1
0,17,4,8,148,0.469,0.0231,2
0,18,41,1,121,0.591,0.0259,0
0,18,41,2,47,0.11900000000000001,0.013500000000000002,0
0,18,41,5,116,0.057999999999999996,0.0058,0
0,18,41,6,117,0.048,0.006500000000000001,0
0,18,41,7,152,0.369,0.024,0
0,19,32,1,159,0.32799999999999996,0.0208,2
0,19,32,2,99,0.34600000000000003,0.015600000000000001,0
0,19,32,3,107,0.325,0.023700000000000002,0
0,20,34,1,109,0.16399999999999998,0.0141,0
0,20,34,2,57,0.204,0.0197,0
0,20,34,3,40,0.10099999999999999,0.010700000000000001,0
0,20,34,4,65,0.284,0.011899999999999999,0
0,20,34,5,56,0.42200000000000004,0.022799999999999997,0
0,20,34,6,87,0.191,0.0166,0
0,20,34,7,31,0.084,0.010700000000000001,0
0,20,34,8,58,0.047,0.0105,0
0,20,34,9,125,0.03,0.0089,0
0,20,34,10,103,0.342,0.0189,0
0,21,37,2,13,0.023,0.0034000000000000002,0
0,21,37,3,16,0.109,0.0102,0
0,21,37,4,98,0.37799999999999995,0.0132,0
0,21,37,5,55,0.139,0.0212,0
0,21,37,7,139,0.161,0.0143,0
0,21,37,8,158,0.175,0.0166,0
0,1,39,1,78,0.495,0.0167,2
0,1,39,2,96,0.40299999999999997,0.0132,2
0,1,39,3,85,0.086,0.0111,2
0,1,39,4,97,0.013999999999999999,0.0043,2
0,2,16,1,161,0.068,0.009000000000000001,2
0,2,16,2,160,0.703,0.022099999999999998,2
0,2,16,3,99,0.23,0.0215,2
0,3,31,1,0,0.17,0.0159,1
0,3,31,2,8,0.145,0.0148,1
0,3,31,3,3,0.10300000000000001,0.012199999999999999,1
0,3,31,4,5,0.136,0.013999999999999999,1
0,3,31,5,2,0.13,0.0125,1
0,3,31,6,6,0.07200000000000001,0.0154,1
0,3,31,7,1,0.032,0.0053,1
0,3,31,8,4,0.026000000000000002,0.0067,1
0,3,31,9,7,0.02,0.0039000000000000003,1
0,3,31,10,46,0.166,0.0148,1
0,4,28,1,159,0.322,0.0159,2
0,4,28,2,99,0.6779999999999999,0.0159,2
0,5,18,1,161,0.055,0.0105,2
0,5,18,2,160,0.18899999999999997,0.015300000000000001,2
0,5,18,3,99,0.757,0.0195,2
0,6,20,1,161,0.085,0.0143,2
0,6,20,2,160,0.392,0.0137,2
0,6,20,3,99,0.522,0.0148,2
0,7,23,1,159,0.415,0.0143,2
0,7,23,2,99,0.585,0.0143,2
0,8,27,1,159,0.063,0.005600000000000001,2
0,8,27,2,99,0.937,0.005600000000000001,2
0,9,13,1,159,0.14,0.012,2
0,9,13,2,99,0.86,0.012,2
0,10,10,1,12,0.062,0.0055000000000000005,1
0,10,10,2,11,0.11199999999999999,0.0124,1
0,10,10,3,15,0.19899999999999998,0.013600000000000001,1
0,10,10,4,10,0.285,0.0137,1
0,10,10,5,14,0.17,0.0167,1
0,10,10,6,100,0.045,0.0074,1
0,10,10,7,46,0.127,0.0131,1
0,11,45,1,159,0.09300000000000001,0.013500000000000002,2
0,11,45,2,99,0.907,0.013500000000000002,0
0,12,47,1,159,0.204,0.0134,2
0,12,47,2,99,0.7959999999999999,0.0134,0
0,13,50,1,120,0.752,0.0233,0
0,13,50,2,47,0.24,0.019799999999999998,0
0,13,50,3,132,0.107,0.0155,0
0,13,50,4,116,0.027000000000000003,0.0044,0
0,13,50,5,135,0.034,0.0053,0
0,13,50,6,29,0.076,0.011000000000000001,0
0,13,50,7,133,0.115,0.0123,0
0,13,50,8,49,0.044000000000000004,0.0055000000000000005,0
0,13,50,9,115,0.038,0.0076,0
0,13,50,10,156,0.172,0.021,0
0,14,53,1,120,0.691,0.027000000000000003,0
0,14,53,2,47,0.136,0.013600000000000001,0
0,14,53,3,132,0.05,0.0070999999999999995,0
0,14,53,4,116,0.019,0.0051,0
0,14,53,5,149,0.263,0.023799999999999998,0
0,15,38,1,9,0.021,0.0044,0
0,15,38,2,13,0.147,0.0116,0
0,15,38,3,16,0.248,0.0123,0
0,15,38,4,98,0.418,0.0132,0
0,15,38,5,53,0.081,0.0069,0
0,15,38,6,140,0.084,0.009300000000000001,0
0,2,40,1,78,0.25,0.0191,2
0,2,40,2,96,0.419,0.0292,2
0,2,40,3,85,0.233,0.0231,2
0,2,40,4,97,0.091,0.0096,2
0,2,40,5,79,0.006999999999999999,0.0032,1
0,3,12,1,0,0.044000000000000004,0.0087,1
0,3,12,2,8,0.025,0.008199999999999999,1
0,3,12,3,3,0.038,0.0089,1
0,3,12,4,5,0.102,0.013000000000000001,1
0,3,12,5,2,0.16699999999999998,0.014199999999999999,1
0,3,12,6,6,0.174,0.0171,1
0,3,12,7,1,0.126,0.0171,1
0,3,12,8,4,0.136,0.0124,1
0,3,12,9,7,0.121,0.01,1
0,3,12,10,46,0.066,0.011399999999999999,1
0,4,17,1,161,0.08900000000000001,0.0134,2
0,4,17,2,160,0.19399999999999998,0.0178,2
0,4,17,3,101,0.7170000000000001,0.0182,2
0,5,14,4,103,0.9840000000000001,0.0069,2
0,6,18,1,161,0.084,0.0127,2
0,6,18,2,160,0.081,0.0091,2
0,6,18,3,101,0.835,0.0123,2
0,7,20,1,161,0.102,0.015300000000000001,2
0,7,20,2,160,0.11699999999999999,0.0174,2
0,7,20,3,101,0.7809999999999999,0.027999999999999997,2
0,8,25,1,159,0.105,0.0123,2
0,8,25,2,99,0.7440000000000001,0.025699999999999997,2
0,8,25,3,105,0.151,0.0179,2
0,9,26,1,159,0.067,0.0060999999999999995,2
0,9,26,2,99,0.7959999999999999,0.017,2
0,9,26,3,105,0.138,0.0139,2
0,10,22,1,159,0.332,0.0169,2
0,10,22,2,99,0.275,0.0182,2
0,10,22,3,104,0.39299999999999996,0.0179,2
0,11,21,1,45,0.452,0.022799999999999997,2
0,11,21,2,52,0.17,0.011699999999999999,1
0,11,21,3,41,0.21,0.0199,1
0,11,21,4,42,0.076,0.011000000000000001,1
0,11,21,5,130,0.145,0.0098,2
0,11,21,6,39,0.23199999999999998,0.015700000000000002,1
0,11,21,7,103,0.48100000000000004,0.019299999999999998,2
0,12,29,1,25,0.18100000000000002,0.0131,1
0,12,29,3,28,0.319,0.022799999999999997,1
0,12,29,4,103,0.595,0.025,2
0,13,10,1,12,0.055,0.0105,1
0,13,10,2,11,0.1,0.0215,1
0,13,10,3,15,0.159,0.0177,1
0,13,10,4,10,0.19899999999999998,0.011899999999999999,1
0,13,10,5,14,0.315,0.0286,1
0,13,10,6,100,0.028999999999999998,0.0062,1
0,13,10,7,46,0.142,0.013999999999999999,1
0,14,55,1,32,0.125,0.0143,0
0,14,55,2,129,0.191,0.0175,0
0,14,55,3,37,0.134,0.0105,0
0,14,55,4,66,0.048,0.0046,0
0,14,55,5,69,0.034,0.006999999999999999,0
0,14,55,6,145,0.276,0.0161,0
0,14,55,7,147,0.306,0.018600000000000002,0
0,15,2,1,75,0.013000000000000001,0.0051,1
0,15,2,2,93,0.051,0.0088,2
0,15,2,3,82,0.84,0.015700000000000002,2
0,15,2,4,89,0.049,0.0074,1
0,15,2,5,71,0.047,0.0083,1
0,16,0,1,74,0.047,0.0085,1
0,16,0,2,92,0.29,0.0255,2
0,16,0,3,81,0.491,0.0216,2
0,16,0,4,88,0.126,0.0128,1
0,16,0,5,70,0.046,0.0109,1
0,17,3,1,77,0.439,0.0225,2
0,17,3,2,95,0.34600000000000003,0.0151,2
0,17,3,3,84,0.21100000000000002,0.0177,2
0,18,35,1,19,0.146,0.0152,0
0,18,35,2,34,0.114,0.0104,0
0,18,35,3,33,0.19699999999999998,0.0167,0
0,18,35,4,67,0.129,0.0088,0
0,18,35,5,59,0.21600000000000003,0.013600000000000001,0
0,18,35,6,61,0.13699999999999998,0.019,0
0,18,35,7,60,0.124,0.0147,0
0,18,35,8,103,0.53,0.0151,0
0,19,32,1,159,0.327,0.0199,2
0,19,32,2,99,0.33,0.0161,0
0,19,32,3,107,0.34299999999999997,0.024300000000000002,0
0,20,34,1,109,0.14400000000000002,0.0161,0
0,20,34,2,57,0.248,0.0189,0
0,20,34,3,40,0.109,0.0131,0
0,20,34,4,65,0.311,0.015700000000000002,0
0,20,34,5,56,0.406,0.0177,0
0,20,34,6,87,0.17600000000000002,0.0154,0
0,20,34,7,31,0.08900000000000001,0.0085,0
0,20,34,8,58,0.034,0.0089,0
0,20,34,9,125,0.028999999999999998,0.0044,0
0,20,34,10,103,0.331,0.0167,0
0,21,37,2,13,0.036000000000000004,0.0039000000000000003,0
0,21,37,3,16,0.07400000000000001,0.0098,0
0,21,37,4,98,0.33399999999999996,0.0208,0
0,21,37,5,55,0.142,0.013999999999999999,0
0,21,37,7,139,0.17,0.0132,0
0,21,37,8,158,0.218,0.0088,0
0,2,40,1,78,0.261,0.0116,2
0,2,40,2,96,0.45299999999999996,0.0215,2
0,2,40,3,85,0.205,0.019799999999999998,2
0,2,40,4,97,0.063,0.0096,2
0,2,40,5,79,0.019,0.0055000000000000005,1
0,3,12,1,0,0.032,0.0083,1
0,3,12,2,8,0.017,0.005600000000000001,1
0,3,12,3,3,0.039,0.0127,1
0,3,12,4,5,0.11699999999999999,0.013300000000000001,1
0,3,12,5,2,0.16,0.015600000000000001,1
0,3,12,6,6,0.16699999999999998,0.0163,1
0,3,12,7,1,0.122,0.009300000000000001,1
0,3,12,8,4,0.138,0.0128,1
0,3,12,9,7,0.142,0.012,1
0,3,12,10,46,0.066,0.011200000000000002,1
0,4,17,1,161,0.064,0.0109,2
0,4,17,2,160,0.20800000000000002,0.0147,2
0,4,17,3,101,0.727,0.0124,2
0,5,14,4,103,0.9840000000000001,0.0055000000000000005,1
0,6,18,1,161,0.095,0.0123,2
0,6,18,2,160,0.121,0.017,2
0,6,18,3,101,0.7829999999999999,0.0166,2
0,7,20,1,161,0.079,0.010700000000000001,2
0,7,20,2,160,0.12300000000000001,0.0131,2
0,7,20,3,101,0.799,0.017,2
0,8,25,1,159,0.133,0.0092,2
0,8,25,2,99,0.738,0.0216,2
0,8,25,3,105,0.129,0.0151,2
0,9,26,1,159,0.10400000000000001,0.011200000000000002,2
0,9,26,2,99,0.7559999999999999,0.0158,2
0,9,26,3,105,0.14,0.0131,2
0,10,22,1,159,0.35600000000000004,0.0152,2
0,10,22,2,99,0.27,0.0152,2
0,10,22,3,104,0.374,0.0121,2
0,11,21,1,45,0.428,0.013300000000000001,1
0,11,21,2,52,0.19,0.0108,1
0,11,21,3,41,0.205,0.011699999999999999,1
0,11,21,4,42,0.08199999999999999,0.0092,1
0,11,21,5,130,0.128,0.0151,2
0,11,21,6,39,0.27,0.0175,1
0,11,21,7,103,0.504,0.0106,1
0,12,54,2,94,0.09,0.016200000000000003,0
0,12,54,3,83,0.599,0.013000000000000001,0
0,12,54,4,90,0.207,0.013000000000000001,0
0,12,54,5,72,0.095,0.0129,0
0,13,7,1,75,0.068,0.0098,1
0,13,7,2,93,0.098,0.013300000000000001,2
0,13,7,3,82,0.7559999999999999,0.0169,2
0,13,7,4,89,0.052000000000000005,0.0098,1
0,13,7,5,71,0.026000000000000002,0.006500000000000001,1
0,14,5,1,74,0.055,0.0115,2
0,14,5,2,92,0.233,0.0116,2
0,14,5,3,81,0.377,0.0137,2
0,14,5,4,88,0.231,0.0196,2
0,14,5,5,70,0.10400000000000001,0.0121,1
0,15,8,1,77,0.311,0.018500000000000003,2
0,15,8,2,95,0.377,0.0179,2
0,15,8,3,84,0.287,0.0173,2
0,15,8,4,91,0.013999999999999999,0.0040999999999999995,1
0,16,41,1,120,0.493,0.022099999999999998,0
0,16,41,2,121,0.47200000000000003,0.022400000000000003,0
0,16,41,3,47,0.105,0.0139,0
0,16,41,4,131,0.021,0.0053,0
0,16,41,7,116,0.03,0.0068000000000000005,0
0,16,41,8,117,0.045,0.0074,0
0,16,41,9,152,0.389,0.0246,0
0,17,32,1,159,0.349,0.013500000000000002,2
0,17,32,2,99,0.337,0.018600000000000002,0
0,17,32,3,107,0.315,0.011000000000000001,0
0,18,33,1,159,0.048,0.0058,0
0,18,33,2,99,0.361,0.019799999999999998,0
0,18,33,3,108,0.59,0.019,0
0,19,34,1,109,0.132,0.0152,0
0,19,34,2,57,0.207,0.0131,0
0,19,34,3,40,0.109,0.011699999999999999,0
0,19,34,4,65,0.264,0.016,0
0,19,34,5,56,0.39399999999999996,0.01,0
0,19,34,6,87,0.161,0.0137,0
0,19,34,7,31,0.068,0.010700000000000001,0
0,19,34,8,58,0.023,0.0046,0
0,19,34,9,125,0.027000000000000003,0.0072,0
0,19,34,10,103,0.4,0.0149,0
0,20,37,2,13,0.03,0.0086,0
0,20,37,3,16,0.07200000000000001,0.0121,0
0,20,37,4,98,0.40399999999999997,0.018500000000000003,0
0,20,37,5,55,0.115,0.0118,0
0,20,37,7,139,0.17300000000000001,0.0146,0
0,20,37,8,158,0.193,0.0105,0
0,2,40,1,78,0.3,0.0184,2
0,2,40,2,96,0.46299999999999997,0.0175,2
0,2,40,3,85,0.165,0.0108,2
0,2,40,4,97,0.059000000000000004,0.009899999999999999,2
0,2,40,5,79,0.013999999999999999,0.005,1
0,3,12,1,0,0.047,0.0045000000000000005,1
0,3,12,2,8,0.038,0.0095,1
0,3,12,3,3,0.053,0.011399999999999999,1
0,3,12,4,5,0.111,0.013500000000000002,1
0,3,12,5,2,0.159,0.0176,1
0,3,12,6,6,0.16899999999999998,0.0121,1
0,3,12,7,1,0.111,0.0088,1
0,3,12,8,4,0.113,0.0146,1
0,3,12,9,7,0.125,0.013600000000000001,1
0,3,12,10,46,0.07400000000000001,0.0109,1
0,4,17,1,161,0.105,0.0121,2
0,4,17,2,160,0.21899999999999997,0.022400000000000003,2
0,4,17,3,101,0.6759999999999999,0.0245,2
0,5,14,3,124,0.013999999999999999,0.0053,2
0,5,14,4,103,0.982,0.005600000000000001,1
0,6,18,1,161,0.079,0.011899999999999999,2
0,6,18,2,160,0.076,0.0125,2
0,6,18,3,101,0.845,0.012199999999999999,2
0,7,20,1,161,0.11699999999999999,0.0106,2
0,7,20,2,160,0.099,0.0184,2
0,7,20,3,101,0.784,0.022000000000000002,2
0,8,26,1,159,0.069,0.0115,2
0,8,26,2,99,0.757,0.0154,2
0,8,26,3,105,0.174,0.0118,2
0,9,25,1,159,0.028999999999999998,0.0053,2
0,9,25,2,99,0.797,0.0078000000000000005,2
0,9,25,3,105,0.17300000000000001,0.009899999999999999,2
0,10,21,1,45,0.28800000000000003,0.0279,2
0,10,21,2,52,0.131,0.0125,1
0,10,21,3,43,0.134,0.014499999999999999,1
0,10,21,4,44,0.054000000000000006,0.0064,1
0,10,21,5,130,0.105,0.01,2
0,10,21,6,39,0.19399999999999998,0.01,1
0,10,21,7,103,0.6409999999999999,0.022400000000000003,2
0,11,30,1,26,0.175,0.0134,1
0,11,30,2,17,0.027000000000000003,0.006999999999999999,1
0,11,30,4,22,0.02,0.005600000000000001,1
0,11,30,5,128,0.046,0.0075,0
0,11,30,6,126,0.106,0.011899999999999999,0
0,11,30,7,23,0.019,0.0051,1
0,11,30,8,27,0.10400000000000001,0.014499999999999999,1
0,11,30,9,103,0.667,0.0207,0
0,12,11,1,113,0.019,0.0058,2
0,12,11,2,114,0.052000000000000005,0.0069,2
0,12,11,3,102,0.513,0.023700000000000002,2
0,12,11,4,112,0.294,0.0126,2
0,12,11,5,111,0.121,0.016,2
0,13,43,1,161,0.023,0.0034000000000000002,0
0,13,43,2,160,0.047,0.0066,0
0,13,43,3,101,0.7859999999999999,0.0199,0
0,13,43,4,106,0.14400000000000002,0.015600000000000001,0
0,14,51,1,32,0.11599999999999999,0.0060999999999999995,0
0,14,51,2,129,0.20800000000000002,0.0169,0
0,14,51,3,37,0.13699999999999998,0.0076,0
0,14,51,4,66,0.027000000000000003,0.0054,0
0,14,51,5,69,0.08199999999999999,0.0077,0
0,14,51,6,144,0.20800000000000002,0.013600000000000001,0
0,14,51,7,146,0.353,0.0144,0
0,15,42,1,122,0.245,0.0124,0
0,15,42,2,123,0.385,0.0179,0
0,15,42,3,121,0.27,0.0086,0
0,15,42,4,47,0.099,0.0131,0
0,15,42,5,119,0.071,0.0083,0
0,15,42,6,48,0.052000000000000005,0.006,0
0,15,42,7,116,0.021,0.008199999999999999,0
0,15,42,8,136,0.046,0.008,0
0,15,42,9,30,0.054000000000000006,0.0045000000000000005,0
0,15,42,10,118,0.071,0.0088,0
0,15,42,11,49,0.024,0.0052,0
0,15,42,12,117,0.019,0.005699999999999999,0
0,15,42,13,153,0.41200000000000003,0.016200000000000003,0
0,16,41,1,120,0.444,0.0168,0
0,16,41,2,121,0.271,0.0111,0
0,16,41,3,47,0.061,0.0108,0
0,16,41,4,119,0.047,0.0045000000000000005,0
0,16,41,5,48,0.027999999999999997,0.005,0
0,16,41,6,116,0.019,0.0073,0
0,16,41,7,136,0.034,0.0075,0
0,16,41,8,30,0.046,0.0042,0
0,16,41,9,118,0.073,0.016,0
0,16,41,10,49,0.026000000000000002,0.008,0
0,16,41,11,117,0.018000000000000002,0.0059,0
0,16,41,12,151,0.44,0.0182,0
0,17,32,1,159,0.301,0.018600000000000002,2
0,17,32,2,99,0.37200000000000005,0.0242,0
0,17,32,3,107,0.326,0.0163,0
0,18,34,1,109,0.212,0.0154,0
0,18,34,2,57,0.136,0.0134,0
0,18,34,3,40,0.126,0.0104,0
0,18,34,4,65,0.336,0.013500000000000002,0
0,18,34,5,80,0.10300000000000001,0.0062,0
0,18,34,6,56,0.332,0.0128,0
0,18,34,7,87,0.146,0.0177,0
0,18,34,8,31,0.063,0.0089,0
0,18,34,9,125,0.040999999999999995,0.006999999999999999,0
0,18,34,10,103,0.33899999999999997,0.013999999999999999,0
0,19,37,2,13,0.04,0.0037,0
0,19,37,3,16,0.163,0.0123,0
0,19,37,4,98,0.413,0.0222,0
0,19,37,5,55,0.076,0.013999999999999999,0
0,19,37,6,157,0.021,0.0079,0
0,19,37,7,139,0.15,0.0152,0
0,19,37,8,158,0.13,0.016399999999999998,0
0,2,40,1,78,0.253,0.014499999999999999,2
0,2,40,2,96,0.46,0.0144,2
0,2,40,3,85,0.20199999999999999,0.0076,2
0,2,40,4,97,0.071,0.0095,2
0,2,40,5,79,0.013999999999999999,0.0031,1
0,3,12,1,0,0.040999999999999995,0.006999999999999999,1
0,3,12,2,8,0.028999999999999998,0.005,1
0,3,12,3,3,0.04,0.008100000000000001,1
0,3,12,4,5,0.094,0.015300000000000001,1
0,3,12,5,2,0.18,0.016399999999999998,1
0,3,12,6,6,0.16899999999999998,0.0105,1
0,3,12,7,1,0.12,0.0106,1
0,3,12,8,4,0.133,0.014499999999999999,1
0,3,12,9,7,0.124,0.008100000000000001,1
0,3,12,10,46,0.07,0.0089,1
0,4,17,1,161,0.11599999999999999,0.012,2
0,4,17,2,160,0.205,0.0172,2
0,4,17,3,101,0.6779999999999999,0.0138,2
0,5,14,4,103,0.9790000000000001,0.0053,1
0,6,18,1,161,0.084,0.006999999999999999,2
0,6,18,2,160,0.071,0.0079,2
0,6,18,3,101,0.845,0.0116,2
0,7,20,1,161,0.098,0.0163,2
0,7,20,2,160,0.094,0.0138,2
0,7,20,3,101,0.807,0.018600000000000002,2
0,8,26,1,159,0.061,0.0105,2
0,8,26,2,99,0.795,0.018600000000000002,2
0,8,26,3,105,0.14400000000000002,0.015,2
0,9,25,1,159,0.052000000000000005,0.0062,2
0,9,25,2,99,0.82,0.0191,2
0,9,25,3,105,0.129,0.0175,2
0,10,21,1,45,0.39299999999999996,0.0183,2
0,10,21,2,52,0.155,0.0149,1
0,10,21,3,43,0.156,0.0076,1
0,10,21,4,44,0.062,0.0109,1
0,10,21,5,130,0.109,0.009399999999999999,2
0,10,21,6,39,0.222,0.0108,1
0,10,21,7,103,0.551,0.0161,2
0,11,30,1,26,0.218,0.013300000000000001,1
0,11,30,2,17,0.01,0.0033,1
0,11,30,5,128,0.013000000000000001,0.0046,0
0,11,30,6,126,0.038,0.0046,0
0,11,30,7,23,0.01,0.0045000000000000005,1
0,11,30,8,27,0.132,0.0103,1
0,11,30,9,103,0.6779999999999999,0.0148,0
0,12,11,1,113,0.037000000000000005,0.005600000000000001,2
0,12,11,2,114,0.087,0.008,2
0,12,11,3,102,0.5529999999999999,0.0199,2
0,12,11,4,112,0.248,0.022400000000000003,2
0,12,11,5,111,0.07400000000000001,0.011000000000000001,2
0,13,43,1,161,0.025,0.0040999999999999995,0
0,13,43,2,160,0.053,0.0102,0
0,13,43,3,101,0.764,0.014499999999999999,0
0,13,43,4,106,0.159,0.013000000000000001,0
0,14,51,1,32,0.131,0.014499999999999999,0
0,14,51,2,129,0.21899999999999997,0.0121,0
0,14,51,3,37,0.109,0.0118,0
0,14,51,4,66,0.043,0.0079,0
0,14,51,5,69,0.077,0.0128,0
0,14,51,6,144,0.21600000000000003,0.0087,0
0,14,51,7,146,0.34299999999999997,0.0172,0
0,15,42,1,122,0.309,0.0215,0
0,15,42,2,123,0.385,0.026000000000000002,0
0,15,42,3,121,0.327,0.0166,0
0,15,42,4,47,0.125,0.0113,0
0,15,42,5,119,0.077,0.0116,0
0,15,42,6,48,0.07200000000000001,0.0078000000000000005,0
0,15,42,7,131,0.035,0.0068000000000000005,0
0,15,42,9,116,0.012,0.0037,0
0,15,42,10,136,0.044000000000000004,0.0076,0
0,15,42,11,30,0.044000000000000004,0.0045000000000000005,0
0,15,42,12,118,0.057,0.0046,0
0,15,42,13,49,0.025,0.0042,0
0,15,42,14,117,0.018000000000000002,0.0048,0
0,15,42,15,154,0.382,0.018799999999999997,0
0,16,41,1,120,0.447,0.018500000000000003,0
0,16,41,2,121,0.369,0.021099999999999997,0
0,16,41,3,47,0.091,0.0088,0
0,16,41,4,119,0.063,0.011399999999999999,0
0,16,41,5,48,0.045,0.0078000000000000005,0
0,16,41,8,116,0.013999999999999999,0.0055000000000000005,0
0,16,41,9,136,0.034,0.0074,0
0,16,41,10,30,0.03,0.0074,0
0,16,41,11,118,0.059000000000000004,0.0048,0
0,16,41,12,49,0.022000000000000002,0.004,0
0,16,41,14,152,0.418,0.0154,0
0,17,32,1,159,0.36,0.0172,2
0,17,32,2,99,0.331,0.0197,0
0,17,32,3,107,0.309,0.0137,0
0,18,34,1,109,0.166,0.0165,0
0,18,34,2,57,0.159,0.0088,0
0,18,34,3,40,0.109,0.0098,0
